"id","blog","category","markdown","sg_id"
15135,"WN592","Did you know …","... there is a list of new keys recently [created](http://osm.janmichel.eu/taginfo/newkeys.htm) in OSM? Most of them involve typos or ignorance of established tagging principles. Comes with direct links to correct them.",14
16169,"WN621","Mapping","MarcoR [noted](https://www.openstreetmap.org/user/MarcoR/diary/399342) that there are templates (KeyDescription and ValueDescription) in the OSM wiki that are used by taginfo to display some useful information to the user. Since the same information is included in the [data element](https://wiki.openstreetmap.org/wiki/Data_items) associated with the feature page, some wiki users in good faith truncate these templates to their minimum (e.g. '{{KeyDescription}}'), preventing [taginfo](https://taginfo.openstreetmap.org/keys/?key=ref%3Amise#wiki) from retrieving the data.",14
16511,"WN633","Community","Following a debate regarding the definition of `service=driveway`, as we [reported](https://weeklyosm.eu/archives/14836#wn581_25514) earlier, an OSM user has proposed a new alternative tagging scheme: [driveway2](https://www.openstreetmap.org/user/JaLooooNz/diary/397546) for better routing. Others have [proposed](https://lists.openstreetmap.org/pipermail/talk/2022-September/087734.html) instead  a mass deletion of the [`service=driveaway2`](https://taginfo.openstreetmap.org/tags/service=driveway2) tag in OSM.",14
16703,"WN638","Other Geo Things","A French weeklyOSM editor at work ... early in the morning ... while skimming the wiki ('for research purposes'), found the key `fetish:office` which led them to wonder how it was used. TagInfo did its job by indicating that `fetish:office` has been [used](https://taginfo.openstreetmap.org/keys/fetish%3Aoffice#values) only once, at a German [adult bar](https://www.openstreetmap.org/node/491172574), which was last updated 7  years ago.",14
17657,"WN666","Programming","[taginfo](https://taginfo.openstreetmap.org/)  is a long-standing OSM project that analyses OpenStreetMap tags. The developer Jochen Topf has [modernised](https://blog.jochentopf.com/2023-04-22-modernizing-taginfo.html) the website's JavaScript and CSS to improve its performance and compatibility with modern web technologies. While the site's appearance and functionality remain largely unchanged, the update paves the way for better support on smaller screens, such as mobile phones. Despite some minor issues introduced during the update, Jochen is satisfied with the current state of the website and plans to focus on content improvements in future iterations.",14
18075,"WN678","Software","Jochen Topf, the developer of Taginfo, [describes](https://blog.jochentopf.com/2023-07-15-linking-to-external-tools-from-taginfo.html) the external links he has added to Taginfo's Tags pages with instructions on how to extract / analyze them from external tools (Overpass, OSM Tag History, and ohsome).  ohsome gives the option to select countries to analyze historical OSM data.",14
18140,"WN680","Maps","Andy Townsend has created a Garmin map style and [explained](https://www.openstreetmap.org/user/SomeoneElse/diary/402006) the details in his blog. The tags used are [documented](https://taginfo.openstreetmap.org/projects/someoneelse_mkgmap_ajt03#tags) in taginfo.",14
18338,"WN686","Releases","HeiGIT [reported](https://heigit.org/taginfo-goes-ohsome/) that the ohsome dashboard has now been integrated with taginfo.",14
18896,"WN701","Did you know …","... CartoCams? It's a [map ](https://cartocams.com) of webcams around the world, based on OpenStreetMap data. You can add more webcam data to OpenStreetMap by using the [contact:webcam](https://taginfo.openstreetmap.org/keys/?key=contact%3Awebcam#values) tag.",14
19821,"WN722","Programming","Kamil's eighth OpenStreetMap NextGen development diary [highlighted](https://www.openstreetmap.org/user/NorthCrab/diary/404140) faster loading for the notes layer, a new look for location links, taginfo integration for feature icons, and preparations for the project's first development release in early June.",14
20196,"WN730","Releases","The [OSM Apps Catalog](https://osm-apps.zottelig.ch/) now supports Wikidata and, together with the OSM wiki and taginfo, over 1000 unique apps using OSM data are documented.",14
20292,"WN732","Did you know …","... that there is a website that [lists](https://osm.janmichel.eu/taginfo/newkeys.htm) new keys that have recently appeared on OpenStreetMap using data from TagInfo? As of 1 August, the site had identified 92 new keys, none of which have been removed.",14
21075,"WN751","Releases","Jochen Topf [revealed](https://blog.jochentopf.com/2024-12-09-taginfo-gets-a-new-layout.html) a redesigned layout for [taginfo](https://taginfo.openstreetmap.org/), improving the usability of key overview pages. The update introduced fixed-size, responsive boxes that organise information better, including a new 3D values distribution chart, and additional details including wiki page links. The design adapts well to small screens and offers flexibility to display relevant information based on the key or tag.",14
21231,"WN755","Releases","Jochen Topf gave an [update](https://blog.jochentopf.com/2025-01-08-more-taginfo-news.html) on taginfo, introducing new features such as displaying a tag's status from the OSM wiki on key pages, highlighting inconsistencies, and a report for 'discardable' tags, such as those used by editors like iD and JOSM. Additional improvements include a CSV export option for tables, enhanced tools for wiki maintainers, and an interactive keyboard shortcut guide for experienced users.",14
21695,"WN766","Maps","[LordGarySugar](https://www.openstreetmap.org/user/LordGarySugar) has created a uMap that [shows](https://umap.openstreetmap.fr/en/map/housename-rarity_1187729#15/51.6970/-0.1896) pins for house names in the United Kingdom coloured by their total occurrence count from [Taginfo GB](https://taginfo.openstreetmap.org.uk/keys/addr:housename#values).",14
