"id","blog","category","markdown"
19651,"WN718","Community","Branko Kokanovic [shared](https://www.openstreetmap.org/user/Branko%20Kokanovic/diary/403952) a detailed guide to optimising the use of the Insta360 ONE RS 1-inch camera for capturing and uploading street-level imagery to Mapillary, including tips on camera handling, video splitting, and improving GPS tracking accuracy using software solutions such as Geoapify for map matching. The images can also be uploaded to [Panoramax](https://panoramax.fr/)."
19645,"WN718","OSM in the media","[1] ZDNet [reviewed](https://www.zdnet.fr/blogs/l-esprit-libre/commun-numerique-panoramax-une-base-de-photos-de-vues-de-terrain-immersives-390872.htm) :FR-s:>>>[:EN-t:](https://www-zdnet-fr.translate.goog/blogs/l-esprit-libre/commun-numerique-panoramax-une-base-de-photos-de-vues-de-terrain-immersives-390872.htm?_x_tr_sl=auto&_x_tr_tl=EN) Panoramax, the digital commons platform, sponsored by IGN and OpenStreetMap France, which offers a free alternative to services such as Google StreetView. It features nearly 18 million terrain view photos contributed by various entities and aims to provide an open, decentralised system for sharing geolocated, ground-level photos under free licences that can be used for various applications, including urban infrastructure management."
19683,"WN718","Picture","![lead picture](https://weeklyosm.eu/wp-content/uploads/2024/04/718_TM_all.png =672x639)

Panoramax.fr - The free alternative for photo-mapping territories [[^1^](#wn718_30480)]  | ©  [Panoramax.fr](https://panoramax.fr) | map data © [OpenStreetMap contributors](https://wiki.osmfoundation.org/wiki/Licence/Licence_and_Legal_FAQ)"
19666,"WN718","Upcoming Events","|Where              |What                                                                                                                                                  |Online|When                   |Country                                                                |
|-------------------|------------------------------------------------------------------------------------------------------------------------------------------------------|------|-----------------------|-----------------------------------------------------------------------|
|Aachen             |5. Treffen Aachener Stammtisch 2.0 [:osmcalpic:](https://osmcal.org/event/2757/)                                                                      |      |2024-04-25             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/de.svg)       |
|Potsdam            |Radnetz Brandenburg Mapping Abend #6 [:osmcalpic:](https://osmcal.org/event/2778/)                                                                    |      |2024-04-25             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/de.svg)       |
|                   |OSMF Engineering Working Group meeting [:osmcalpic:](https://osmcal.org/event/2803/)                                                                  |      |2024-04-26             |                                                                       |
|Prishtinë          |Kosovo TomTom Editing Party [:osmcalpic:](https://osmcal.org/event/2831/)                                                                             |      |2024-04-26             |![flag](https://www.weeklyosm.eu/wp-content/uploads/2018/12/ko.svg)    |
|Bengaluru          |OSM Bengaluru Mapping Party [:osmcalpic:](https://osmcal.org/event/2817/)                                                                             |      |2024-04-27             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/in.svg)       |
|                   |OpenStreetMap visual impaired accessibility initiative - kickoff (online) [:osmcalpic:](https://osmcal.org/event/2786/)                               |      |2024-04-27             |                                                                       |
|Fianarantsoa       |State of the Map Madagascar [:osmcalpic:](https://osmcal.org/event/2649/)                                                                             |      |2024-04-28 - 2024-04-29|![flag](https://weeklyosm.eu/wp-content/uploads/2024/04/mg.svg)        |
|Brno               |Missing Maps Mapathon at the Department of Geography [:osmcalpic:](https://osmcal.org/event/2804/)                                                    |      |2024-04-29             |![flag](https://weeklyosm.eu/wp-content/uploads/sites/4/2021/09/cz.svg)|
|Fianarantsoa       |OSM Africa April Mapathon - Map Madagasikara [:osmcalpic:](https://osmcal.org/event/2801/)                                                            |      |2024-04-30             |![flag](https://weeklyosm.eu/wp-content/uploads/2024/04/mg.svg)        |
|San Jose           |South Bay Map Night [:osmcalpic:](https://osmcal.org/event/2818/)                                                                                     |✓     |2024-05-01             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/us.svg)       |
|Dresden            |OSM-Stammtisch Dresden [:osmcalpic:](https://osmcal.org/event/2615/)                                                                                  |      |2024-05-02             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/de.svg)       |
|Essen              |FOSSGIS-OSM-Communitytreffen 2024 Nummer 20 [:osmcalpic:](https://osmcal.org/event/2609/)                                                             |      |2024-05-03 - 2024-05-05|![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/de.svg)       |
|Bochum             |OSM-Workshop [:osmcalpic:](https://osmcal.org/event/2805/)                                                                                            |      |2024-05-05             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/de.svg)       |
|臺北市                |OpenStreetMap x Wikidata Taipei #64 [:osmcalpic:](https://osmcal.org/event/2459/)                                                                     |      |2024-05-06             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/05/tw.svg)       |
|                   |Encontro OSM Brasil (online) [:osmcalpic:](https://osmcal.org/event/2792/)                                                                            |      |2024-05-08             |                                                                       |
|                   |Missing Maps London Mapathon [:osmcalpic:](https://osmcal.org/event/2719/)                                                                            |      |2024-05-07             |                                                                       |
|München            |Münchner OSM-Treffen [:osmcalpic:](https://osmcal.org/event/2543/)                                                                                    |      |2024-05-08             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/de.svg)       |
|Lorain County      |OpenStreetMap Midwest Meetup [:osmcalpic:](https://osmcal.org/event/2565/)                                                                            |✓     |2024-05-09             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/us.svg)       |
|Bruxelles - Brussel|Notes meetup [:osmcalpic:](https://osmcal.org/event/2811/)                                                                                            |      |2024-05-08             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/05/be.svg)       |
|Stuttgart          |Stuttgarter OpenStreetMap-Treffen [:osmcalpic:](https://osmcal.org/event/2788/)                                                                       |      |2024-05-08             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/de.svg)       |
|Rio de Janeiro     |💻 Oficina de mapeamento de waterways no OpenStreetMap - YouthMappers UFRJ [:osmcalpic:](https://osmcal.org/event/2812/)                              |      |2024-05-10             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/03/br.svg)       |
|Mainz              |OpenStreetMap-Stammtisch Mainz [:osmcalpic:](https://osmcal.org/event/2753/)                                                                          |      |2024-05-11             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/de.svg)       |
|                   |SotM Asia 2024 monthly meeting [:osmcalpic:](https://osmcal.org/event/2779/)                                                                          |      |2024-05-11             |                                                                       |
|Zürich             |163. OSM-Stammtisch Zürich [:osmcalpic:](https://osmcal.org/event/2802/)                                                                              |      |2024-05-13             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/02/ch.svg)       |
|Grenoble           |Réunion groupe local Grenoble : Panoramax - L’alternative libre pour photo-cartographier les territoires [:osmcalpic:](https://osmcal.org/event/2808/)|      |2024-05-13             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/02/fr.svg)       |"
19689,"WN719","Upcoming Events","|Where              |What                                                                                                                                                  |Online|When                   |Country                                                         |
|-------------------|------------------------------------------------------------------------------------------------------------------------------------------------------|------|-----------------------|----------------------------------------------------------------|
|Essen              |FOSSGIS-OSM-Communitytreffen 2024 Nummer 20 [:osmcalpic:](https://osmcal.org/event/2609/)                                                             |      |2024-05-03 - 2024-05-05|![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/de.svg)|
|Bogotá             |FLISoL Colombia 2024 - Bogotá - Mejorando el mapa de tu casa [:osmcalpic:](https://osmcal.org/event/2835/)                                            |      |2024-05-04             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/02/co.svg)|
|Bogotá             |FLISoL Colombia 2024 - Bogotá - Aprovechando las fotos de tu ActionCam (GoPro) [:osmcalpic:](https://osmcal.org/event/2834/)                          |      |2024-05-04             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/02/co.svg)|
|Bogotá             |FLISoL Colombia 2024 - Bogotá - Vuelo de drones con propósito. [:osmcalpic:](https://osmcal.org/event/2833/)                                          |      |2024-05-04             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/02/co.svg)|
|Bochum             |OSM-Workshop [:osmcalpic:](https://osmcal.org/event/2805/)                                                                                            |      |2024-05-05             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/de.svg)|
|臺北市                |OpenStreetMap x Wikidata Taipei #64 [:osmcalpic:](https://osmcal.org/event/2459/)                                                                     |      |2024-05-06             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/05/tw.svg)|
|Rio Paranaíba      |Capacitação em Mapeando Colaborativo - Editor JOSM (Youthmappers UFV) [:osmcalpic:](https://osmcal.org/event/2840/)                                   |      |2024-05-08             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/03/br.svg)|
|                   |Missing Maps London Mapathon [:osmcalpic:](https://osmcal.org/event/2719/)                                                                            |      |2024-05-07             |                                                                |
|                   |Encontro OSM Brasil (online) [:osmcalpic:](https://osmcal.org/event/2792/)                                                                            |      |2024-05-08             |                                                                |
|Berlin             |OSM-Verkehrswende #58 [:osmcalpic:](https://osmcal.org/event/2842/)                                                                                   |✓     |2024-05-07             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/de.svg)|
|Bruxelles - Brussel|Notes meetup [:osmcalpic:](https://osmcal.org/event/2811/)                                                                                            |      |2024-05-08             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/05/be.svg)|
|Lorain County      |OpenStreetMap Midwest Meetup [:osmcalpic:](https://osmcal.org/event/2565/)                                                                            |✓     |2024-05-09             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/us.svg)|
|München            |Münchner OSM-Treffen [:osmcalpic:](https://osmcal.org/event/2543/)                                                                                    |      |2024-05-08             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/de.svg)|
|Stuttgart          |Stuttgarter OpenStreetMap-Treffen [:osmcalpic:](https://osmcal.org/event/2788/)                                                                       |      |2024-05-08             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/de.svg)|
|Potsdam            |191. Berlin-Brandenburg OpenStreetMap Stammtisch [:osmcalpic:](https://osmcal.org/event/2841/)                                                        |      |2024-05-09             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/de.svg)|
|                   |Forum governance team meeting [:osmcalpic:](https://osmcal.org/event/2836/)                                                                           |      |2024-05-09             |                                                                |
|Rio de Janeiro     |💻 Oficina de mapeamento de waterways no OpenStreetMap - YouthMappers UFRJ [:osmcalpic:](https://osmcal.org/event/2812/)                              |      |2024-05-10             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/03/br.svg)|
|                   |OSMF Engineering Working Group meeting [:osmcalpic:](https://osmcal.org/event/2832/)                                                                  |      |2024-05-10             |                                                                |
|Mainz              |OpenStreetMap-Stammtisch Mainz [:osmcalpic:](https://osmcal.org/event/2753/)                                                                          |      |2024-05-11             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/de.svg)|
|                   |SotM Asia 2024 monthly meeting [:osmcalpic:](https://osmcal.org/event/2779/)                                                                          |      |2024-05-11             |                                                                |
|Zürich             |163. OSM-Stammtisch Zürich [:osmcalpic:](https://osmcal.org/event/2802/)                                                                              |      |2024-05-13             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/02/ch.svg)|
|Grenoble           |Réunion groupe local Grenoble : Panoramax - L’alternative libre pour photo-cartographier les territoires [:osmcalpic:](https://osmcal.org/event/2808/)|      |2024-05-13             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/02/fr.svg)|
|San Jose           |South Bay Map Night [:osmcalpic:](https://osmcal.org/event/2819/)                                                                                     |✓     |2024-05-15             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/us.svg)|
|Karlsruhe          |Stammtisch Karlsruhe [:osmcalpic:](https://osmcal.org/event/2674/)                                                                                    |      |2024-05-15             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/de.svg)|
|Zagreb             |State of the Map Croatia 2024 [:osmcalpic:](https://osmcal.org/event/2652/)                                                                           |      |2024-05-16 - 2024-05-17|![flag](https://blog.openstreetmap.de/wp-uploads/2016/12/hr.svg)|
|                   |[Online] Map-py Wednesday [:osmcalpic:](https://osmcal.org/event/2748/)                                                                               |      |2024-05-16             |                                                                |
|Salt Lake City     |OSM Utah Monthly Map Night [:osmcalpic:](https://osmcal.org/event/2694/)                                                                              |      |2024-05-17             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/us.svg)|
|Hannover           |OSM-Stammtisch Hannover [:osmcalpic:](https://osmcal.org/event/2303/)                                                                                 |      |2024-05-16             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/de.svg)|"
19745,"WN720","Upcoming Events","|Where              |What                                                                                                                                                     |Online|When                   |Country                                                                |
|-------------------|---------------------------------------------------------------------------------------------------------------------------------------------------------|------|-----------------------|-----------------------------------------------------------------------|
|Localidad Chapinero|GeoBeer Mayo 2024 [:osmcalpic:](https://osmcal.org/event/2858/)                                                                                          |      |2024-05-11             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/02/co.svg)       |
|                   |SotM Asia 2024 monthly meeting [:osmcalpic:](https://osmcal.org/event/2779/)                                                                             |      |2024-05-11             |                                                                       |
|                   |Webinaire sur la campagne d'adhésion à OSMF [:osmcalpic:](https://osmcal.org/event/2850/)                                                                |      |2024-05-11             |                                                                       |
|Mainz              |OpenStreetMap-Stammtisch Mainz [:osmcalpic:](https://osmcal.org/event/2753/)                                                                             |      |2024-05-11             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/de.svg)       |
|Bengaluru          |OSM Bengaluru Mapping Party [:osmcalpic:](https://osmcal.org/event/2861/)                                                                                |      |2024-05-12             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/in.svg)       |
|København          |OSMmapperCPH [:osmcalpic:](https://osmcal.org/event/2843/)                                                                                               |      |2024-05-12             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/07/dk.svg)       |
|Zürich             |163. OSM-Stammtisch Zürich [:osmcalpic:](https://osmcal.org/event/2802/)                                                                                 |      |2024-05-13             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/02/ch.svg)       |
|Grenoble           |Réunion groupe local Grenoble : Panoramax - L’alternative libre pour photo-cartographier les territoires [:osmcalpic:](https://osmcal.org/event/2808/)   |      |2024-05-13             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/02/fr.svg)       |
|Grenoble           |Atelier du groupe local OpenStreetMap [:osmcalpic:](https://osmcal.org/event/2845/)                                                                      |      |2024-05-13             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/02/fr.svg)       |
|San Jose           |South Bay Map Night [:osmcalpic:](https://osmcal.org/event/2819/)                                                                                        |✓     |2024-05-15             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/us.svg)       |
|                   |UN Mappers training – Validating OSM data – session #9 [:osmcalpic:](https://osmcal.org/event/2854/)                                                     |      |2024-05-15             |                                                                       |
|Karlsruhe          |Stammtisch Karlsruhe [:osmcalpic:](https://osmcal.org/event/2674/)                                                                                       |      |2024-05-15             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/de.svg)       |
|Zagreb             |State of the Map Croatia 2024 [:osmcalpic:](https://osmcal.org/event/2652/)                                                                              |      |2024-05-16 - 2024-05-17|![flag](https://blog.openstreetmap.de/wp-uploads/2016/12/hr.svg)       |
|                   |[Online] Map-py Wednesday [:osmcalpic:](https://osmcal.org/event/2748/)                                                                                  |      |2024-05-16             |                                                                       |
|Salt Lake City     |OSM Utah Monthly Map Night [:osmcalpic:](https://osmcal.org/event/2694/)                                                                                 |      |2024-05-17             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/us.svg)       |
|Hannover           |OSM-Stammtisch Hannover [:osmcalpic:](https://osmcal.org/event/2303/)                                                                                    |      |2024-05-16             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/de.svg)       |
|Gent               |OpenStreetMap workshop for beginners [:osmcalpic:](https://osmcal.org/event/2851/)                                                                       |      |2024-05-16             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/05/be.svg)       |
|Durham             |Mapping around University of New Hampshire [:osmcalpic:](https://osmcal.org/event/2862/)                                                                 |      |2024-05-19             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/us.svg)       |
|England            |OSM UK Online Chat [:osmcalpic:](https://osmcal.org/event/2857/)                                                                                         |      |2024-05-20             |![flag](https://weeklyosm.eu/wp-content/uploads/sites/4/2020/09/uk.svg)|
|Lyon               |Réunion du groupe local de Lyon [:osmcalpic:](https://osmcal.org/event/2839/)                                                                            |      |2024-05-21             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/02/fr.svg)       |
|Bonn               |175. OSM-Stammtisch Bonn [:osmcalpic:](https://osmcal.org/event/2595/)                                                                                   |      |2024-05-21             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/de.svg)       |
|                   |UN Mappers training – Validating OSM data – session #10 [:osmcalpic:](https://osmcal.org/event/2855/)                                                    |      |2024-05-22             |                                                                       |
|                   |iD Community Chat [:osmcalpic:](https://osmcal.org/event/2856/)                                                                                          |      |2024-05-22             |                                                                       |
|Zürich             |Missing Maps Zürich Mai Mapathon [:osmcalpic:](https://osmcal.org/event/2828/)                                                                           |      |2024-05-22             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/02/ch.svg)       |
|Rio de Janeiro     |💻 Oficina de mapeamento de feições importantes na redução de riscos de desastres (RRD) - YouthMappers UFRJ [:osmcalpic:](https://osmcal.org/event/2813/)|      |2024-05-24             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/03/br.svg)       |
|                   |OSMF Engineering Working Group meeting [:osmcalpic:](https://osmcal.org/event/2860/)                                                                     |      |2024-05-24             |                                                                       |"
19869,"WN723","Programming","Mattia Pezzotti, a Google Summer of Code 2024 participant, [presented](https://www.openstreetmap.org/user/Juicio/diary/404174) their project for integrating Panoramax imagery into the iD editor. The project aims to enhance map exploration by incorporating 360-degree imagery, providing users with valuable visual context and improving map visualisation and community engagement."
19892,"WN724","OSM in the media","_ZDNET_ [published](https://www.zdnet.fr/blogs/l-esprit-libre/libre-et-open-source-express-openstreetmap-panoramax-signal-murena-mentorat-392390.htm) :FR-s:>>>[:EN-t:](https://www-zdnet-fr.translate.goog/blogs/l-esprit-libre/libre-et-open-source-express-openstreetmap-panoramax-signal-murena-mentorat-392390.htm?_x_tr_sl=auto&_x_tr_tl=EN) a series of articles covering the topics of open data and open source. They specifically highlighted the SotM-FR, which is being held on the last three days of June in Lyon, and the growth of the Panoramax project, which is being built by a partnership between the IGN and OSM France."
19968,"WN726","Events","Christian Quest [presented](https://peertube.openstreetmap.fr/w/dEZDnmG9pgtCNcCXA7SpmF) :FR-s: the special keynote 'Panoramax: l'alernative libre pour photo-cartographier nos territoires' (Panoramax: the free alternative for photo-mapping our territories)  at the [festival](https://passageenseine.fr/) :FR-s: 'Pas Sage en Seine'  (PSES 2024) and showed the [Panoramax](https://panoramax.fr/) :FR-s: resources and the prospects for the future of the project."
20079,"WN728","Other Geo Things","The initial release of the Panoramax Android app, [announced](https://lemmy.ml/post/17392892) at the State of the Map France 2024, offers an alpha/beta version available for [download](https://github.com/nobelization/panoramax-mobile-app/releases/tag/release-beta) as an APK, and will be published on the Play Store and F-Droid. The app allows users to contribute geolocated photos to the Panoramax database, a free alternative to Google Street View for OpenStreetMap."
20129,"WN729","Programming","Mattia Pezzotti is [documenting](https://www.openstreetmap.org/user/Juicio/diary/404174) his progress in integrating Panoramax with OpenStreetMap as part of Google Summer of Code 2024, providing weekly updates on new features and improvements such as viewing 360-degree images, adding filters, and improving the user interface. This ongoing project was previously [covered](https://weeklyosm.eu/archives/17244#wn723_30687) in weeklyOSM 723."
20177,"WN730","Upcoming Events","|Where             |What                                                                                                                    |Online|When                   |Country                                                            |
|------------------|------------------------------------------------------------------------------------------------------------------------|------|-----------------------|-------------------------------------------------------------------|
|Łódź              |State of the Map Europe 2024 [:osmcalpic:](https://osmcal.org/event/2648/)                                              |      |2024-07-18 - 2024-07-21|![flag](https://blog.openstreetmap.de/wp-uploads/2016/05/pl.svg)   |
|Preet Vihar Tehsil|10th OSM Delhi Mapping Meetup [:osmcalpic:](https://osmcal.org/event/2993/)                                             |      |2024-07-21             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/in.svg)   |
|München           |Mapathon @ TU Munich [:osmcalpic:](https://osmcal.org/event/2896/)                                                      |      |2024-07-22             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/de.svg)   |
|Richmond          |MapRVA - Bike Lane Surveying & Mapping Meetup [:osmcalpic:](https://osmcal.org/event/2970/)                             |      |2024-07-23             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/us.svg)   |
|Stadtgebiet Bremen|Bremer Mappertreffen [:osmcalpic:](https://osmcal.org/event/2955/)                                                      |      |2024-07-22             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/de.svg)   |
|San Jose          |South Bay Map Night [:osmcalpic:](https://osmcal.org/event/2824/)                                                       |✓     |2024-07-24             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/us.svg)   |
|Berlin            |OSM-Verkehrswende #61 [:osmcalpic:](https://osmcal.org/event/2972/)                                                     |✓     |2024-07-23             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/de.svg)   |
|                  |[Online] OpenStreetMap Foundation board of Directors - public videomeeting [:osmcalpic:](https://osmcal.org/event/2928/)|      |2024-07-25             |                                                                   |
|Wien              |72. Wiener OSM-Stammtisch [:osmcalpic:](https://osmcal.org/event/2422/)                                                 |      |2024-07-25             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/02/at.svg)   |
|Lübeck            |144. OSM-Stammtisch Lübeck und Umgebung [:osmcalpic:](https://osmcal.org/event/2879/)                                   |      |2024-07-25             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/de.svg)   |
|Gambir            |Mapping Talks: OpenSource WebGis dengan OpenStreetMap [:osmcalpic:](https://osmcal.org/event/2994/)                     |      |2024-07-26             |![flag](https://www.weeklyosm.eu/wp-content/uploads/2017/03/id.svg)|
|Bengaluru         |GeoMeetup Bengaluru [:osmcalpic:](https://osmcal.org/event/3000/)                                                       |      |2024-07-27             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/in.svg)   |
|Potsdam           |Radnetz Brandenburg Mapping Abend #8 [:osmcalpic:](https://osmcal.org/event/2957/)                                      |✓     |2024-07-30             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/de.svg)   |
|Ondres            |Panoramax Partie - Pays Basque Sud Landes [:osmcalpic:](https://osmcal.org/event/2999/)                                 |      |2024-07-31             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/02/fr.svg)   |
|Düsseldorf        |Düsseldorfer OpenStreetMap-Treffen (online) [:osmcalpic:](https://osmcal.org/event/2901/)                               |      |2024-07-31             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/01/de.svg)   |
|Brazaville          |State of the Map Congo [:osmcalpic:](https://osmcal.org/event/2529/)                                                    |      |2024-08-01 - 2024-08-03|![flag](https://weeklyosm.eu/wp-content/uploads/2024/07/cg.svg)    |
|                  |OSMF Engineering Working Group meeting [:osmcalpic:](https://osmcal.org/event/2997/)                                    |      |2024-08-02             |                                                                   |
|中正區               |OpenStreetMap x Wikidata Taipei #67 [:osmcalpic:](https://osmcal.org/event/2462/)                                       |      |2024-08-05             |![flag](https://blog.openstreetmap.de/wp-uploads/2016/05/tw.svg)   |"
