"id","blog","category","markdown","sg_id"
14308,"WN568","Programming","As part of the Summer of Code, four people [showed](https://summerofcode.withgoogle.com/organizations/5879437586857984/#!) what they are working on to improve OpenStreetMap software:

- [Vuong Ho](https://www.openstreetmap.org/user/goodudetheboy/diary/396842) &ndash; Opening hours tag evaluator
- [Yash Srivastava](https://www.openstreetmap.org/user/Darkshredder/diary/396834) &ndash; Interface for reporting search bugs for Nominatim
- [Antonin Jolivat](https://www.openstreetmap.org/user/AntoJvlt/diary/396837) &ndash; QA Reports Extraction Tool
- [Zohaib Ansari](https://www.openstreetmap.org/user/zohaib_/diary/396844) &ndash; Element History Widget",3
14454,"WN572","Programming","Sarah Hoffmann [gave](https://nominatim.org/2021/07/03/abbreviations.html) an overview of how Nominatim handles abbreviations, such as St. in english (for Street or Saint).",3
14495,"WN573","Software","AntoJvlt [gave](https://www.openstreetmap.org/user/AntoJvlt/diary/397151) a few insights into his Google Summer of Code project 'Nominatim QA Analyser Tool', capable of analysing Nominatim’s database to extract suspicious data from it and presenting the results in a graphical interface so they can be corrected.",3
14533,"WN574","Software","Darkshredder gave an [update](https://www.openstreetmap.org/user/Darkshredder/diary/397215), illustrated with screenshots, about his Google Summer of Code Project. The Nominatim Feedback Reporter will allow users to submit OpenStreetMap search (Nominatim) errors. These can then be added as test cases by the developers.",3
14662,"WN578","Software","Yash Srivastava gave a final [update](https://www.openstreetmap.org/user/Darkshredder/diary/397215), illustrated with screenshots, about his Google Summer of Code Project. The Nominatim Feedback Reporter will allow users to submit OpenStreetMap search (Nominatim) errors. These can then be added as test cases by the developers.",3
14700,"WN579","Programming","The final reports for projects that were part of the 2021 Google Summer of Code are in:
  [Vuong Ho's](https://www.openstreetmap.org/user/goodudetheboy/diary/397439) opening hours tag evaluator
  [Zohaib Ansari's](https://www.openstreetmap.org/user/zohaib_/diary/397493) stand-alone library to display multiple versions of any selected OSM element and allow comparison between different versions
  [Antonin Jolivat's](https://www.openstreetmap.org/user/AntoJvlt/diary/397480) Nominatim QA reports extraction tool.",3
14930,"WN586","Software","Sarah Hoffmann [discussed](https://nominatim.org/2021/10/10/detecting-languages.html) some of the issues encountered when trying to deal with names in different languages or mixed-lingual names. The next version of Nominatim will support language-specific handling of names, including for names that do not have a language suffix.",3
15080,"WN590","Releases","Sarah Hoffmann [presented](https://nominatim.org/2021/11/03/release-40.html) version 4.0.0 of Nominatim, now available with a more flexible approach to handling how places can be searched.",3
15384,"WN600","Mapping","Clifford Snow [found](https://lists.openstreetmap.org/pipermail/talk/2022-January/087215.html) that Nominatim's [QA tool](https://nominatim.org/qa/) is very good for cleaning up existing data in preparation for building and address imports.",3
15621,"WN606","Programming","[RadicallyOpenSecurity](https://www.radicallyopensecurity.com/) (ROS) has [audited](https://nominatim.org/2022/02/23/security-audit.html) the security of Nominatim's codebase and data.",3
15689,"WN608","OpenStreetMap Foundation","Paul Norman [explained](https://www.openstreetmap.org/user/pnorman/diary/398773): the usage polices for Nominatim and OSM Map Tiles, automatic blocking, and how to fix too frequent requests.",3
15692,"WN608","Software","[RouteXL](https://www.routexl.com/) is a web appplication using OpenStreetMap data for road itinerary planning, with optimisation for multiple stops to save travel time and cost. It is free to use for routes of up to 20 stops. Various geocoders can be selected including Nominatim.",3
16231,"WN623","Software","Sarah Hoffmann [blogged](https://nominatim.org/2022/06/26/state-of-postcodes.html) about the current status of postcodes in OpenStreetMap, explaining their usefulness and offering a QA layer for incorrectly formatted postcodes.",3
16313,"WN626","Programming","Sarah Hoffmann [described](https://nominatim.org/2022/07/19/python-types.html) how  type annotations have been added to Nominatim's Python code in order to improve software maintainability, and also explained some lessons she learned in the process.",3
16397,"WN629","Releases","Sarah Hoffmann (lonvia) proudly [announced](https://nominatim.org/2022/08/05/release-41.html) the release of Nominatim 4.1.0. Also check out the new [Nominatim Cookbook](https://nominatim.org/2022/08/06/nominatim-cookbook.html).",3
16413,"WN630","Did you know that …","... if you are using the Greasemonkey Addon for the Firefox browser, there's a powerful script that gives you multiple ease-of-use changes for openstreetmap.org? You will have direct access to Mapillary and KartaView links that point to the same map area and multiple tools from a sidebar such as OSMCha (for Changesets), OSM Deep History, and Nominatim (for other Objects), or a link to create an overpass history request when you’re looking at a note. Also, when you’re viewing your 'My Notes' page, you will have the option to filter only unresolved notes for a better overview. You can see the development process on [GitHub](https://github.com/OSM-de/osm-org-greasemonkey), or you can [install the script](https://cdn.jsdelivr.net/gh/OSM-de/osm-org-greasemonkey@master/osm-org-greasemonkey.user.js) directly into Greasemonkey.",3
16921,"WN644","Releases","Nominatim 4.1.1 has been [released](https://nominatim.org/2022/11/20/release-411.html). This is a bugfix release, which resolves some issues around the updating of databases and search.",3
16942,"WN645","Programming","Sarah Hoffmann, aka Lonvia, [reported](https://nominatim.org/2022/11/28/towards-flex.html) that she has built experimental support for osm2pgsql's '[flex output](https://osm2pgsql.org/doc/manual.html#the-flex-output)' into the latest version of Nominatim with funding from [Geofabrik](https://www.geofabrik.de/). This will make it possible in the future to run map rendering and geocoding from the same database.",3
17016,"WN647","Programming","Sarah Hoffman (lonvia) [described](https://nominatim.org/2022/12/08/frontend-renovation.html) how the frontend of Nominatim will now be rewritten in Python from the current PHP whilst also introducing significant enhancements. A major change will allow a local Nominatim instance to be run without a web server. The work is supported by [NGI0 Entrust](https://nlnet.nl/project/Nominatim-lib/).",3
17201,"WN652","Did you know that …","… there are special [phrases](https://wiki.openstreetmap.org/wiki/Nominatim/Special_Phrases) that cause Nominatim to search for a specific `key",3
17294,"WN655","Programming","Sarah Hoffmann [reported](https://nominatim.org/2023/02/06/nominatim-lite.html) on an initial experiment with using Nominatim and SQLite. This is part of the work being done to make Nominatim work better with with less powerful hardware.",3
17622,"WN664","Programming","Sarah Hoffmann [reports on](https://nominatim.org/2023/04/03/reverse-performance.html) her progress with using Python for reverse geocoding on Nominatim instead of PHP.",3
17833,"WN671","Programming","Sarah Hoffmann [wrote](https://nominatim.org/2023/04/27/improving-search.html) about refreshing the search algorithms being used in Nominatim and how the Python rewrite is allowing readjustments of the algorithm for improved matching.",3
18058,"WN678","OSM in action","[1] Home Assistant, an open source _home automation_ application, now [uses](https://github.com/home-assistant/frontend/pull/17287) OpenStreetMap and Nominatim in its user _onboarding_ feature.",3
18084,"WN678","Education","Miku has [released](https://www.openstreetmap.org/user/miku0/diary/401914) a progress report on her Google Summer of Code 2023 project. The project focuses on customising Nominatim's address lookup algorithm based on the address system used in Japan.",3
18122,"WN680","Software","Raster tile provider [Tracestrack](https://www.tracestrack.com) has open sourced [Tracesmap](https://tracesmap.com), their generic online map, on [GitHub](https://github.com/tracestrack/tracesmap.com). The map integrates many OpenStreetMap based services such as Tracestrack raster tiles, OpenRouteService, Overpass API, Nominatim search and OpenRailwayMap, as well as some commercial products like Mapbox satellite imagery, and TomTom Traffic.",3
18181,"WN682","Software","After a six month development process, Sarah Hoffmann (lonvia) [presented](https://nominatim.org/2023/08/13/going-live.html) the rewritten search frontend now available on [Nominatim](https://nominatim.openstreetmap.org).  She also explained the changes that have been made to the Nominatim API.",3
18261,"WN684","Programming","miku0 has [posted](https://www.openstreetmap.org/user/miku0/diary/402263) a final update on their Google Summer of Code project enhancing Nominatim's address search in Japan.",3
18461,"WN690","Releases","Sarah Hoffmann [announced](https://nominatim.org/2023/10/07/release-43.html) the release of Nominatim version 4.3.1.",3
18657,"WN696","Software","Sarah Hoffmann [reported](https://nominatim.org/2023/07/24/performance-revisited.html) on an experiment to improve the performance of the Nominatim Python frontend by tuning SQLAlchemy. This optimisation successfully improved the performance of the Python frontend, although it is still not as good as the previous PHP implementation.",3
18683,"WN696","Software","Sarah Hoffmann [announced](https://nominatim.org/2023/11/20/release-432.html) the release of Nominatim versions 4.3.2 and 4.2.4. These versions contain fixes for SQL injection security holes in the Nominatim CLI.",3
18732,"WN698","Software","The NLnet Foundation has [announced](https://nlnet.nl/news/2023/20231123-announcing-projects.html) its new funding projects for their next funding round. Among them are two from the OpenStreetMap ecosystem: [Umap](https://nlnet.nl/project/uMap/) (collaborative custom mapping with OpenStreetMap data) and [Protomaps](https://nlnet.nl/project/Protomaps/) (self-hostable maps based on OpenStreetMap data). The NLnet Foundation has previously funded several OpenStreetMap-based projects, including StreetComplete, MapComplete, and Nominatim.",3
18919,"WN701","Software","The Roadmap to Nominatim 5 has been published and the [plan](https://nominatim.org/2023/12/19/roadmap-nominatim5.html) is for the next version to be leaner and easier to use. Version 5 will see the transition to a pure Python package, removal of PHP, and the unbundling of osm2pgsql. The roadmap includes gradual changes leading to the first major version of Nominatim 5 in the fourth quarter of 2024. It will become possible to install Nominatim via pip.",3
19390,"WN712","Releases","Sarah Hoffmann [announced](https://nominatim.org/2024/03/08/release-440.html) the release of Nominatim version 4.4.0 and Photon version 0.5.0. This release comes with bug fixes and performance improvements and a new, experimental feature for exporting a Nominatim database to SQLite.",3
19707,"WN719","Mapping","Lucas Longour [presented](https://lucaslongour.org/posts/2024-04-28-mapping-possibly-outdated-osm-data/) a project to prioritise updates to OpenStreetMap by focusing on the ages of points of interest. The project uses a web tool to input locations, fetches data using the Nominatim API to derive bounding box coordinates, and generates queries to the Overpass API to identify points of interest such as restaurants and hotels.",3
20275,"WN732","Programming","osm-nominatim-geoserver-postgis [provides](https://github.com/geotekne-argentina/osm-nominatim-geoserver-postgis) a Docker-based setup for creating a personal OpenStreetMap tile server with geocoding capabilities, using Nominatim and Geoserver to process and serve OSM data through a local PostGIS database.",3
20280,"WN732","Programming","The DEV Community [showed](https://dev.to/syamaner/building-a-custom-reverse-geocoding-resource-for-net-aspire-2n9o) how to build a custom reverse geocoding resource using .NET Aspire. Setting up a Nominatim API with Docker containers, managing startup dependencies, and implementing health checks was covered in the article.",3
20316,"WN733","Releases","Nominatim has [released](https://nominatim.org/2024/08/07/wikimedia-file.html) a new Wikimedia-based scoring file that uses data from Wikipedia and Wikidata to assign importance scores to places, allowing for more accurate geocoding, with the updated file now available in a streamlined CSV format.",3
20336,"WN733","Software","William Edmisten [reviewed](https://wcedmisten.fyi/post/how-to-query-osm/) six open source tools for querying OpenStreetMap data, including overpass turbo for web-based filtering, osm2pgsql combined with PostGIS for geospatial database queries, DuckDB's experimental `ST_ReadOsm()` function for direct file queries, QLever for RDF-based querying with SPARQL, Nominatim for geocoding based on textual input, and Pelias, which uses Elasticsearch for robust geocoding. William discussed the strengths, limitations, and setup procedures of each tool.",3
20569,"WN739","Releases","Sarah Hoffmann [announced](https://nominatim.org/2024/09/12/release-450.html) the release of Nominatim version 4.5.0, a transitional update in preparation for the upcoming Nominatim 5.0, which will be a purely Python-based application.",3
21438,"WN760","Programming","Sarah Hoffmann has been [selected](https://nominatim.org/2025/02/06/sovereign-tech-fellowship.html) for the one-year pilot of the [Sovereign Tech Fellowship](https://www.sovereign.tech/news/meet-the-sovereign-tech-fellows
) programme by the Sovereign Tech Agency. The fellowship will provide support for the maintenance of Nominatim, Photon, [osm2pgsql](https://osm2pgsql.org/news/2025/02/06/sovereign-tech-fellowship.html), and pyosmium throughout the next year. Congratulations Sarah!",3
21464,"WN760","Releases","Nominatim 5.0.0 has been [released](https://nominatim.org/2025/02/07/release-50.html), completing its transition to a Python package by removing the PHP front end and bundled osm2pgsql, while introducing a reworked osm2pgsql import style configuration, better integration with osm2pgsql-themepark, and new pre-processing hooks for search queries, including improved handling of Japanese addresses.",3
